hex9,value
89196ba4e1bffff,2457
89196ba553bffff,2462
891969476dbffff,9627
89196b0654fffff,9858
89196bace97ffff,7498
89196b32a4fffff,6860
89196b1633bffff,5925
89196b04c7bffff,6035
8919694ac93ffff,4893
89196948a57ffff,3172
8919697b053ffff,7368
89196b94b77ffff,4150
89196b94823ffff,7668
89196b858a3ffff,8826
8919694b403ffff,1484
89196ba093bffff,3786
89196949037ffff,1759
8919694536fffff,9180
8919694ccdbffff,3123
8919697aacfffff,8357
89196bb64afffff,7044
89196978a27ffff,1750
89196ba09dbffff,5577
89196b94a97ffff,3790
89196bbb1a7ffff,7553
89196b86d23ffff,4250
89196bb08cfffff,2110
89196baed27ffff,8350
89196b06a8fffff,4119
89196ba2517ffff,9394
89196b04323ffff,2956
8919694e447ffff,161
89196b94b13ffff,191
891969592cbffff,4171
891969593b3ffff,5525
89196ba48cfffff,7372
8919694528bffff,2926
89196ba9e23ffff,1730
89196bbabc3ffff,1809
89196b844d7ffff,3301
89196963587ffff,1489
89196ba111bffff,852
8919697a84bffff,2732
891969683bbffff,3201
89196bac63bffff,9671
89196bb55a3ffff,9798
89196b96973ffff,8050
89196bb4ccfffff,8120
89196bac16fffff,3390
89196ba40c3ffff,5616
89196b8659bffff,5981
89196baa933ffff,5287
891969605dbffff,2598
891969418b3ffff,6031
89196b860b3ffff,3687
8919696b3bbffff,6226
89196bb8b53ffff,8547
89196b8753bffff,2947
891969481a3ffff,7014
89196ba521bffff,9452
89196ba5d5bffff,6660
89196ba686bffff,8510
89196960063ffff,5301
89196bb9527ffff,2380
89196baa487ffff,2060
89196b16153ffff,2692
89196969c6bffff,3281
89196ba9e97ffff,9957
89196bb0b53ffff,9953
89196bb0913ffff,8466
89196b05ea7ffff,845
89196b06443ffff,806
89196bb63d3ffff,6657
89196969d23ffff,4502
89196bae087ffff,1939
89196949e5bffff,8964
89196bb7257ffff,3878
891fa493483ffff,6530
89196942a03ffff,1110
89196baf4d7ffff,9565
89196ba5417ffff,1837
89196b87167ffff,608
8919682cbb7ffff,9374
89196baadafffff,1245
89196bac563ffff,9001
89196ba2443ffff,1865
89196b95ba7ffff,3798
89196ba1453ffff,1621
89196b96057ffff,9885
89196b32e77ffff,507
89196b16033ffff,4694
8919694e52fffff,5046
89196baec47ffff,5639
89196b06d03ffff,9158
89196b9413bffff,7284
89196bb6997ffff,3260
89196bbb32bffff,5764
89196baacabffff,3014
89196bb0d17ffff,520
891969781c7ffff,8080
89196bb75a3ffff,5072
89196bb659bffff,9466
89196ba0c1bffff,6886
89196969cd7ffff,1628
89196bb8243ffff,5402
89196bae60fffff,6420
89196ba5517ffff,3028
8919694a36fffff,1604
8919694ebcfffff,883
89196b32e87ffff,9925
89196969d67ffff,1919
89196948b3bffff,1747
89196ba4b4bffff,26
891fa492db7ffff,8428
89196b04e0bffff,1152
89196b163cfffff,1808
89196b146c7ffff,3254
89196b151a7ffff,8402
8919694c973ffff,4274
89196ba4667ffff,985
89196b32dabffff,1666
89196bacb03ffff,7603
89196b06877ffff,3732
89196bb94b7ffff,7691
891969690d7ffff,3549
8919694d957ffff,9157
8919694dec7ffff,4783
89196baa8c3ffff,2210
89196baed43ffff,98
89196b05ea3ffff,9368
89196b86563ffff,8363
8919694cb03ffff,2041
891fa496c87ffff,7662
89196bac9cfffff,8055
8919696946fffff,1241
89196b86623ffff,3261
89196969d87ffff,3434
89196ba3157ffff,3227
891969623c3ffff,9351
89196bb8ccbffff,1838
89196969c8bffff,6467
89196bb828fffff,576
89196b85d07ffff,8241
89196bac6cbffff,3671
89196979997ffff,6191
89196ba944bffff,2409
89196ba4237ffff,9065
8919694c86bffff,2910
89196b85893ffff,9392
8919696a66fffff,7468
89196bb8e83ffff,9837
89196baae27ffff,670
89196b8458bffff,9650
89196baf5b3ffff,9104
89196b04eb7ffff,34
89196b16343ffff,5875
89196b16ac7ffff,4210
89196978c8fffff,2798
89196bbb5cbffff,3523
89196ba6393ffff,5425
89196bb8623ffff,676
89196b3238bffff,6631
8919694b407ffff,5560
89196bb424bffff,6020
89196baa4a3ffff,2230
89196b14547ffff,7101
89196b84873ffff,4234
89196bb1a8bffff,4320
89196ba8b0bffff,1924
8919694d253ffff,8682
89196945397ffff,1990
89196bb9473ffff,4962
89196ba16d3ffff,8282
89196b14467ffff,3604
89196959a0bffff,2624
89196b14987ffff,5681
8919694f373ffff,6732
89196948cc3ffff,5740
89196bb684fffff,628
89196b1637bffff,7002
89196bb2817ffff,4764
89196bab397ffff,8657
8919694954bffff,9200
89196969227ffff,5602
89196bac233ffff,7140
8919696b667ffff,410
891969419abffff,8477
89196ba56afffff,6717
89196b04467ffff,4838
89196baa8a7ffff,4812
89196bb9c57ffff,5837
89196ba1c83ffff,4562
8919697a84bffff,8557
891fa496623ffff,6077
89196bb997bffff,186
89196941267ffff,9109
8919694e547ffff,8611
8919697a8d7ffff,738
89196ba8dafffff,428
89196baca07ffff,273
89196979683ffff,4745
8919694990fffff,294
89196979dd3ffff,2998
89196bb586fffff,6590
89196ba9107ffff,9823
89196bb2e73ffff,1429
89196b16ca7ffff,6834
89196bada83ffff,7485
89196ba8433ffff,8818
891969401dbffff,7941
89196baa957ffff,9922
8919694190fffff,5073
89196b14b23ffff,9893
89196b85e17ffff,6053
8919694536fffff,4867
8919682cbc7ffff,2152
89196b06a2bffff,8415
89196b0402bffff,3165
89196bb0a03ffff,5157
8919694ae0bffff,8980
89196ba6adbffff,6217
89196ba9e8fffff,1510
89196960513ffff,217
89196bba483ffff,127
89196bb01a3ffff,1135
89196bab32bffff,1466
89196baf543ffff,7160
891969433b7ffff,1145
89196b33413ffff,1078
891969613b3ffff,8295
89196badd87ffff,1088
89196baf467ffff,3683
89196bb682fffff,3462
89196ba5487ffff,7508
89196ba6d7bffff,6455
89196baf343ffff,5458
89196b8e903ffff,7603
89196ba5093ffff,5634
89196b85d13ffff,7833
89196b8649bffff,2558
89196ba220fffff,5956
8919694c54bffff,1024
89196bb610fffff,2220
89196bb68afffff,6290
89196ba758fffff,7764
89196baf283ffff,5684
89196bb6bc7ffff,7074
89196bb0937ffff,9041
89196bac6afffff,9100
89196ba5b07ffff,3741
89196941ba7ffff,8410
89196ba0e2bffff,1421
891fa49261bffff,6413
89196bac14fffff,1963
89196ba71c7ffff,4952
89196b94c17ffff,4140
89196ba8a0bffff,2175
89196b94d37ffff,8839
8919694d327ffff,9147
89196bb4e37ffff,3184
8919697a907ffff,321
891fa496107ffff,5622
89196b05b2fffff,8520
89196b16823ffff,4298
89196942b63ffff,2405
89196948587ffff,1796
891969791afffff,6252
89196bae967ffff,7360
89196b9699bffff,198
89196ba5bcbffff,3355
89196b0426bffff,1616
89196b1603bffff,8365
89196bac327ffff,9110
8919694533bffff,2815
89196ba9b7bffff,704
8919682ca63ffff,4239
89196bb336fffff,6418
891969799abffff,2244
8919697850bffff,645
89196b0442fffff,947
89196b8cda7ffff,228
89196940c97ffff,2404
89196ba550fffff,7866
89196b8439bffff,8562
89196bb999bffff,8860
89196bbab27ffff,5968
89196b848afffff,6956
89196b86b83ffff,6889
89196bb1097ffff,9232
89196ba33c3ffff,3889
89196baa65bffff,9887
89196b841c7ffff,1525
8919696347bffff,4752
89196b06493ffff,1616
89196bb91bbffff,1466
89196ba6377ffff,4565
89196ba2557ffff,6605
89196b33657ffff,8749
8919697aa2bffff,8196
89196ba0373ffff,7192
89196bb424bffff,2819
89196b3a6cbffff,7080
89196bad62bffff,5226
89196bae537ffff,800
89196b063d7ffff,3157
89196b140a7ffff,286
89196bb4b2fffff,2319
8919696144fffff,9477
89196ba0383ffff,1650
89196bac847ffff,778
89196941e97ffff,4535
89196978e2fffff,4840
89196ba042bffff,4726
89196bac00bffff,5228
89196b14c2bffff,6313
8919696a6c7ffff,1549
89196941d8bffff,2201
89196ba0c43ffff,4098
8919694de13ffff,2800
891fa496cd3ffff,9128
891969605b7ffff,2080
8919694b013ffff,2993
89196bb3497ffff,5273
89196bb0c63ffff,9062
89196ba132bffff,1765
891969403d7ffff,729
89196b95d57ffff,4901
89196bace13ffff,7240
89196bad487ffff,5502
89196b0651bffff,9072
8919696a5abffff,230
89196b844dbffff,5514
89196bb2e43ffff,4068
89196ba54b3ffff,908
89196ba6973ffff,5151
89196ba92cfffff,8664
89196941487ffff,5837
891fa4962d3ffff,6732
89196b32e67ffff,6308
89196bb0b93ffff,2974
8919694c49bffff,694
89196969d3bffff,2368
891969788dbffff,3894
8919694c97bffff,6956
89196949b33ffff,6773
89196ba4c73ffff,3135
89196bacc1bffff,7124
89196978bb7ffff,1295
89196b8cb23ffff,9748
89196bb6643ffff,7044
89196bbad17ffff,2729
89196b3019bffff,6454
89196bace67ffff,6490
89196bad4a7ffff,3334
891969633b7ffff,1639
89196b32803ffff,2287
89196baf1bbffff,7217
89196baecd3ffff,9451
89196bba9a3ffff,7545
89196bac4abffff,8835
89196b8622bffff,5839
89196ba180fffff,3350
89196b32d2fffff,7227
89196ba7677ffff,2010
89196b300afffff,722
891fa4924b7ffff,2832
89196ba90c7ffff,4091
89196ba80c3ffff,3816
89196bb481bffff,9778
89196968507ffff,2562
89196948a47ffff,400
89196baae83ffff,8965
89196bb0117ffff,328
89196979307ffff,4633
89196b06a9bffff,3638
89196bb8e4bffff,4667
89196bb9c0bffff,5068
89196bb448bffff,785
89196baeb53ffff,8016
891fa492493ffff,2554
89196bb2ecbffff,3390
89196b068c3ffff,342
8919697a96bffff,7241
89196ba00cbffff,1562
891969401cfffff,5026
89196bb4e67ffff,369
89196b86197ffff,6265
8919696ad93ffff,9905
8919697b24fffff,7156
89196b96877ffff,8703
89196b16423ffff,1895
8919694b2abffff,6806
891fa492d8fffff,8397
89196baa593ffff,3636
8919694d07bffff,9218
89196bb8407ffff,2601
89196962353ffff,7932
89196943547ffff,9744
89196bb3567ffff,3438
89196b0699bffff,7575
8919694ae1bffff,1758
89196940973ffff,9379
89196b8552bffff,8596
89196969627ffff,625
89196b1657bffff,7255
89196bad403ffff,3988
8919696155bffff,4339
89196ba61b3ffff,6511
89196ba16d7ffff,4441
891969614c7ffff,3861
89196ba75afffff,6115
89196b16983ffff,3303
89196940a9bffff,9415
89196b84a77ffff,4815
89196940a13ffff,3718
89196b044b3ffff,170
89196969a2bffff,1145
89196bae617ffff,7416
89196b06c5bffff,1986
89196960503ffff,8833
8919697a983ffff,4836
8919694e3afffff,4127
891fa492673ffff,9141
89196962263ffff,9342
89196b875a7ffff,5803
89196ba50d3ffff,2093
8919694a18bffff,9663
89196b96843ffff,3808
89196b3000fffff,5683
8919696a687ffff,1632
8919696986bffff,8084
89196ba20b3ffff,8288
89196baf063ffff,742
89196958b8fffff,9953
89196bb5523ffff,2609
89196b96d6bffff,1103
891969602b7ffff,4970
89196b16627ffff,6195
89196b14e7bffff,3145
89196b945b3ffff,6833
89196ba068fffff,6730
89196948883ffff,9180
89196b96157ffff,1382
891969695b3ffff,5184
891fa49260bffff,959
89196b96547ffff,2833
891969485dbffff,9446
89196bab0a7ffff,1759
89196963197ffff,5265
89196ba4c83ffff,5328
89196bb21bbffff,3407
89196ba0c83ffff,1354
89196b336cbffff,5762
89196b866c3ffff,6512
89196ba1cdbffff,8028
8919696a247ffff,790
8919696a0cfffff,7419
8919694dcb3ffff,8265
89196bb9b2bffff,5572
89196941c17ffff,5364
89196b06033ffff,3957
89196b16d03ffff,352
89196bad857ffff,564
89196b32233ffff,9087
89196b043a3ffff,6625
89196ba2397ffff,7114
89196b16b1bffff,9473
89196bab3b3ffff,4447
8919697b40fffff,3972
8919694f54bffff,6792
8919682cbc3ffff,2114
89196bae047ffff,1573
89196bb466fffff,1407
89196968597ffff,3941
89196b06adbffff,5226
8919695948fffff,7435
8919697a8d3ffff,3311
8919696a0b7ffff,523
89196ba2b8bffff,3332
89196b1717bffff,1027
89196ba886fffff,8208
89196bb8d5bffff,7450
89196959503ffff,9486
89196bae99bffff,3500
89196942bb7ffff,5204
89196bba5b7ffff,6867
89196ba5477ffff,4278
89196b85cc7ffff,6199
8919694dc63ffff,3946
89196ba0d4bffff,2446
89196b94977ffff,7500
89196b0680bffff,1419
89196ba51c3ffff,9438
89196bab143ffff,2912
89196ba358bffff,2564
89196941a3bffff,5582
89196ba6667ffff,9414
89196bad507ffff,5806
89196bae53bffff,6196
89196bb6413ffff,673
89196b14ca7ffff,4631
89196bb4817ffff,1793
89196bba53bffff,5710
89196959b3bffff,5012
89196baa15bffff,4971
89196b33157ffff,5822
89196ba58a7ffff,3274
891969428cfffff,8279
8919696926bffff,9616
8919694d02bffff,1306
891969623d3ffff,1116
8919694034bffff,6280
89196bbb6cfffff,6300
891969635dbffff,3999
8919694aa67ffff,4333
89196bba32fffff,2840
89196bb13c7ffff,3961
89196bb4c2fffff,6287
89196baf293ffff,403
8919694190fffff,1723
891fa492d1bffff,7249
89196bb3403ffff,552
89196bb130bffff,6786
89196bb14a3ffff,5127
8919696ae83ffff,8891
89196ba1553ffff,4775
89196960663ffff,3665
89196b85ccbffff,914
8919697a88bffff,691
89196bad62fffff,3129
89196ba284bffff,6560
8919694e8c3ffff,8409
89196ba6d6fffff,6285
8919694a42fffff,2071
89196b040abffff,5296
89196bb5d4bffff,2528
8919694d823ffff,7503
89196b860a3ffff,4327
8919694054bffff,967
89196bb2a17ffff,1536
89196ba907bffff,5003
89196baca27ffff,9150
89196bba86fffff,7608
89196b32a7bffff,5845
89196baec43ffff,3057
89196b8618bffff,1433
8919697a983ffff,7890
89196ba4917ffff,1428
89196b84813ffff,9198
89196bb4c1bffff,9538
8919697904bffff,755
89196b85163ffff,2005
89196b8cd77ffff,4875
89196bb0a87ffff,2095
89196bb1123ffff,2509
8919694a057ffff,3622
89196bae14fffff,599
8919695994bffff,1218
8919697a96bffff,127
89196ba9063ffff,3705
8919694ec67ffff,7370
89196b04a2bffff,5643
891fa492657ffff,6997
89196b84c4fffff,8949
89196bacb2fffff,6507
89196978d2bffff,7719
89196baa807ffff,285
89196ba23a3ffff,9002
89196b16297ffff,6272
89196baf583ffff,125
89196bb4ea3ffff,7247
89196bab2abffff,2564
89196baf0cfffff,7720
8919696ad0fffff,9476
891969414dbffff,205
89196963287ffff,7798
89196ba72bbffff,9795
89196978277ffff,6013
89196baf5c7ffff,3972
89196bb5343ffff,3785
89196978e6bffff,3307
8919696991bffff,9365
89196bb1103ffff,7904
89196bb91a3ffff,1904
891fa4935b3ffff,3594
89196baaa77ffff,1557
89196949593ffff,6198
8919694c24fffff,5658
8919695b347ffff,5964
89196bb6eb7ffff,4309
89196b94dcfffff,2582
89196969bcbffff,4907
89196ba2253ffff,2720
89196baa093ffff,1136
89196bb8c43ffff,7359
89196bb28c3ffff,4690
89196bab3a7ffff,4300
89196baea37ffff,8290
89196bb5a33ffff,262
89196b06333ffff,479
89196b9431bffff,5516
89196b8439bffff,5284
8919696a273ffff,6172
89196959a93ffff,5249
8919694e023ffff,8441
89196bb1b97ffff,3436
89196b3344fffff,842
89196b96ab7ffff,482
89196baebbbffff,550
89196ba6dd3ffff,3595
89196bb6253ffff,4486
89196bb5347ffff,860
89196bac993ffff,3240
89196ba0eb3ffff,1599
89196b05b23ffff,6448
89196b3640fffff,1297
89196bb2497ffff,2279
89196b06bafffff,2705
89196b8406bffff,1881
89196bb13c3ffff,6629
89196ba25c3ffff,6919
8919694cd73ffff,5344
8919696a433ffff,3706
89196bb6a77ffff,3478
89196bb6933ffff,649
89196978cd7ffff,5138
89196941547ffff,1176
89196b15dd3ffff,8022
89196ba0a2fffff,3117
89196ba250fffff,6994
8919694a44bffff,8163
89196ba0dabffff,1126
8919694ce4bffff,2753
89196bb758bffff,2418
89196bae997ffff,4655
89196b0588fffff,3695
89196bb2017ffff,6928
89196940647ffff,9949
89196ba55d7ffff,4353
89196ba75b7ffff,7475
89196bb0a1bffff,6835
89196941db3ffff,1496
89196ba466fffff,3980
89196ba0b77ffff,7357
89196bb343bffff,8509
89196bb8b7bffff,1409
89196ba0457ffff,5754
89196959ba7ffff,3025
89196bb5887ffff,8394
8919694ac97ffff,1153
89196ba56cfffff,203
89196ba7623ffff,7021
89196b1717bffff,9713
89196959e8bffff,325
89196baf16fffff,2771
89196b360abffff,786
8919694101bffff,5953
89196bb1b67ffff,8751
89196b0597bffff,6218
89196bb662bffff,2580
89196bb2bb3ffff,6414
89196b96a03ffff,9200
8919694d3a7ffff,1125
891969453a7ffff,2794
89196b8c933ffff,7762
89196bb4b37ffff,588
8919694d34fffff,1914
89196ba1b4fffff,2887
8919694830fffff,7805
89196b146bbffff,6833
8919694d2c3ffff,6085
8919696310bffff,2264
89196b06107ffff,7557
89196b85a6bffff,2168
89196ba6443ffff,4486
89196b360a7ffff,1551
89196ba45a7ffff,8458
89196ba5283ffff,1541
89196949e7bffff,2240
89196940373ffff,6263
891969596afffff,182
89196960017ffff,9007
8919696b0bbffff,522
89196bbb653ffff,947
89196942a23ffff,3509
89196bacc63ffff,3364
89196b84577ffff,3998
8919697920bffff,4727
8919682cb2fffff,5940
8919694c5bbffff,1660
89196ba9487ffff,6197
89196bba86bffff,7597
89196bb2423ffff,1823
89196b94097ffff,1870
89196bb1b83ffff,5492
89196b36633ffff,2196
89196badedbffff,8396
8919694cd2bffff,9874
89196bb558bffff,1184
89196b161a3ffff,9069
891969484b3ffff,48
89196b9486fffff,9395
89196ba0513ffff,5381
89196ba4343ffff,6498
89196b14077ffff,2204
89196b8423bffff,3673
8919696165bffff,4191
89196ba259bffff,8036
89196b15c23ffff,227
89196b96577ffff,558
89196b8416fffff,4442
89196b335c3ffff,9091
89196ba0c83ffff,2075
89196ba25b3ffff,8906
89196ba29c7ffff,4847
89196b85187ffff,3217
89196b32193ffff,5267
89196bb4e4fffff,7246
89196baeaa3ffff,7951
89196baad33ffff,8103
89196ba445bffff,7312
8919694d48fffff,2712
8919694e08fffff,6712
89196ba4043ffff,561
89196ba2bdbffff,4092
89196bb944bffff,8879
89196ba316fffff,8727
89196948e87ffff,9691
8919694d353ffff,9413
89196bae55bffff,5224
8919694c427ffff,2508
89196bba843ffff,1115
89196badb93ffff,9042
8919695920bffff,7180
89196b04347ffff,75
89196ba1ac3ffff,6288
8919694ca1bffff,4975
89196ba0177ffff,7854
89196b324c7ffff,4624
8919694824fffff,8714
89196bb9c57ffff,1202
891fa49661bffff,2978
8919696a693ffff,3008
8919694ab73ffff,5916
8919696ac83ffff,7477
89196969cdbffff,1980
8919697943bffff,9921
8919694cb4fffff,8773
89196bb01d3ffff,3370
89196bac52bffff,1229
891969683cbffff,2215
8919694e91bffff,2325
8919694f143ffff,311
89196baac07ffff,4178
89196bae6b3ffff,5208
89196bb6963ffff,7020
891969692b3ffff,5579
89196bac2a7ffff,761
89196bb5d2bffff,7365
8919694dc97ffff,6411
89196945377ffff,8952
89196bac537ffff,3426
89196bae203ffff,119
89196bb404bffff,4215
89196941b73ffff,8515
89196bb4ad3ffff,1978
89196969827ffff,4792
89196958b97ffff,5208
89196bb6dafffff,1763
89196bada5bffff,2110
89196bad127ffff,3569
89196b84d63ffff,582
89196ba599bffff,3442
89196ba9937ffff,443
89196bb092fffff,8832
89196b063b7ffff,3531
89196948377ffff,49
89196941863ffff,3859
89196ba5c93ffff,7333
89196b84c97ffff,8941
89196bbb367ffff,8863
89196bb49d3ffff,4485
89196b8717bffff,8903
89196b1486fffff,2808
89196ba92afffff,3884
89196bab223ffff,6910
89196bae883ffff,6860
89196bb9363ffff,8978
8919694e853ffff,5013
89196baab87ffff,6255
89196bb8263ffff,2092
89196ba7373ffff,3418
89196b85c2fffff,4106
89196ba0d03ffff,5458
89196bbad3bffff,7293
891969796c7ffff,5484
89196b86957ffff,9738
89196b061bbffff,6076
89196ba85afffff,9689
89196ba0403ffff,1660
89196bb195bffff,515
89196bb5d23ffff,5209
8919694868bffff,2790
89196b30187ffff,4107
89196bb8bcfffff,7884
8919694d197ffff,4364
89196b85d17ffff,6015
89196b16977ffff,455
89196bb53afffff,1067
891fa4935abffff,6902
89196969147ffff,266
89196979c4fffff,896
89196ba731bffff,5642
89196bb2647ffff,1428
89196bba443ffff,8921
89196bbb5c3ffff,7514
89196ba1443ffff,1611
89196ba3317ffff,8230
89196baf4cfffff,572
89196b96483ffff,2436
89196ba416bffff,8738
89196b04c97ffff,7088
89196baad17ffff,47
89196948357ffff,9459
89196961373ffff,9495
89196b94bdbffff,7560
89196bb417bffff,978
89196b3356bffff,684
89196960193ffff,1899
89196b14e4fffff,9037
89196ba02d7ffff,2539
891969406d7ffff,911
89196ba18c7ffff,8802
8919694d697ffff,58
89196baf427ffff,8124
89196ba1643ffff,2127
89196b86d87ffff,4502
8919696a317ffff,9705
89196ba462fffff,6163
89196bb5d23ffff,5350
89196ba028bffff,9667
8919694ae4bffff,1182
891969692a7ffff,6873
89196978e27ffff,9864
89196bb4b73ffff,9015
89196ba5257ffff,9586
89196ba06d7ffff,9541
89196969c57ffff,9493
89196ba7457ffff,8131
8919696a093ffff,47
89196b94587ffff,6985
89196bb19d7ffff,7952
89196ba5d63ffff,9084
89196b0400fffff,814
89196941c4bffff,8387
89196bae027ffff,7912
8919696b697ffff,337
8919697a8d3ffff,8686
8919696224fffff,8514
8919694b607ffff,1689
89196ba736fffff,2797
89196ba2c07ffff,3293
89196bb09c7ffff,926
8919697815bffff,599
89196b32107ffff,6934
89196b0462fffff,3254
89196ba0e3bffff,3821
89196ba6487ffff,9832
89196bae363ffff,2315
89196ba2443ffff,1113
89196b8756fffff,8039
8919694ce8bffff,2400
8919694f183ffff,3400
89196bb9b27ffff,4235
8919697a8cfffff,1103
891fa4935dbffff,2540
8919696946bffff,8906
89196bad677ffff,3696
89196bb6563ffff,6527
89196b8eb23ffff,5829
89196961023ffff,4148
89196bacaa7ffff,3195
89196ba2ccbffff,8636
8919696b1a7ffff,7297
8919694f3bbffff,6548
89196bb85cbffff,1724
89196978173ffff,4798
89196b8462bffff,2151
89196ba8c4fffff,6398
89196bb2607ffff,2976
89196ba75afffff,5322
89196959383ffff,7154
891969681dbffff,9900
89196ba2453ffff,8785
89196b858b3ffff,477
89196bae6c7ffff,8250
89196978883ffff,9098
89196b32d57ffff,2440
89196ba76bbffff,3022
89196ba1573ffff,9243
89196bb887bffff,3713
8919694186fffff,1226
89196ba28cbffff,258
89196bad953ffff,2176
89196b8cd83ffff,4970
89196bb8843ffff,1095
89196b85927ffff,4410
89196bb4b23ffff,58
89196b329b7ffff,7634
89196ba62cfffff,8404
89196baed7bffff,6593
89196bb5893ffff,6895
89196ba2087ffff,6477
8919694ae0fffff,6845
8919694f483ffff,9956
89196bb98a3ffff,9258
89196bb2343ffff,1538
89196ba0217ffff,7996
89196b05823ffff,6568
89196979d0bffff,7363
89196b06e37ffff,6927
89196ba815bffff,7987
89196bb2087ffff,5944
89196b84e97ffff,1552
89196b06443ffff,761
89196b06173ffff,7920
8919694cc2bffff,6367
8919696a1b3ffff,4489
89196959ac3ffff,4022
89196bb8ecfffff,2075
89196b14917ffff,5141
89196b943a3ffff,5591
89196b3654fffff,9709
89196ba6bd3ffff,9146
89196ba4c13ffff,8127
8919694ae73ffff,6151
891fa49654fffff,6992
89196b32187ffff,5622
89196bba597ffff,7566
8919694b59bffff,7772
89196badda3ffff,8720
891fa496647ffff,4420
89196b0489bffff,4440
89196b0689bffff,4557
89196bbb463ffff,1076
89196b32e8bffff,7040
89196949eafffff,9023
89196ba75afffff,6918
8919696042bffff,7250
89196b06dd3ffff,8689
8919694ecdbffff,6961
89196baddcfffff,8852
89196ba4ccfffff,7775
8919694e8a3ffff,8533
89196ba860bffff,1498
8919697848fffff,2058
89196bab6afffff,9678
89196bb66bbffff,3206
89196badc53ffff,8605
89196ba4073ffff,2977
89196bb94a3ffff,629
8919694eb73ffff,7289
89196ba61d7ffff,7270
891fa4964cbffff,2715
8919694f167ffff,5898
89196940a23ffff,7959
89196ba6387ffff,3849
89196978617ffff,4115
8919694d48bffff,7985
8919696b327ffff,9027
8919694c093ffff,9221
89196baad7bffff,7096
89196baa30bffff,9132
89196941bc3ffff,4227
89196bb3557ffff,4095
89196baf553ffff,8857
8919694eeb7ffff,7530
891969694abffff,4185
89196941053ffff,5684
89196979517ffff,2620
89196b15597ffff,7505
89196ba9697ffff,3202
89196ba040fffff,3972
8919694aa47ffff,2561
89196ba5c6bffff,5356
89196bb76c7ffff,831
8919694283bffff,5172
89196ba8977ffff,6990
89196ba2083ffff,2892
89196bb0423ffff,1001
8919694502fffff,6324
89196b85d87ffff,7574
89196942e6bffff,9759
8919696343bffff,3986
89196bbb6c7ffff,8562
8919694f5cfffff,85
89196b9652fffff,4675
89196b0695bffff,2704
8919696b573ffff,3689
89196ba238fffff,2063
89196941a17ffff,4465
8919696a42fffff,1354
89196948a53ffff,9913
89196b8c903ffff,3609
89196bad56fffff,6819
8919696b677ffff,8399
89196bbac07ffff,492
89196b3758bffff,9193
8919694f233ffff,6092
89196bb668bffff,6622
89196bb63c3ffff,4639
89196979b73ffff,8694
89196ba0837ffff,2152
89196baca2fffff,8891
89196badda3ffff,9741
89196b3650bffff,7635
89196958b2bffff,9262
89196948e97ffff,4870
89196bbab07ffff,1240
89196bbb42bffff,4247
89196b158b7ffff,5700
89196b16a5bffff,3281
89196ba0a33ffff,5059
89196ba3157ffff,1052
89196bb6153ffff,282
89196bab277ffff,1109
891969690cbffff,2917
89196ba4857ffff,3133
89196ba34cbffff,680
8919697b233ffff,2940
891969683a7ffff,336
89196969383ffff,1035
89196b8416fffff,9755
89196bb3403ffff,3625
